Mod:Item:MetaData, Localized Name
forestry:humus:0, Humus
forestry:resources:0, Apatite Ore
forestry:resources:1, Copper Ore
forestry:resources:2, Tin Ore
forestry:resource_storage:0, Block of Apatite
forestry:resource_storage:1, Block of Copper
forestry:resource_storage:2, Block of Tin
forestry:resource_storage:3, Block of Bronze
forestry:ash_brick:0, Ash Bricks
forestry:ash_stairs:0, Ash Brick Stairs
forestry:bottler:0, Bottler
forestry:carpenter:0, Carpenter
forestry:centrifuge:0, Centrifuge
forestry:fermenter:0, Fermenter
forestry:moistener:0, Moistener
forestry:squeezer:0, Squeezer
forestry:still:0, Still
forestry:rainmaker:0, Rainmaker
forestry:fabricator:0, Thermionic Fabricator
forestry:raintank:0, Rain Tank
forestry:greenhouse:0, Greenhouse Block
forestry:greenhouse:3, Greenhouse Energy Distributor
forestry:greenhouse:4, Greenhouse Control
forestry:greenhouse:5, Greenhouse Screen
forestry:climatiser:0, Greenhouse Hygroregulator
forestry:climatiser:1, Greenhouse Heater
forestry:climatiser:2, Greenhouse Fan
forestry:climatiser:3, Greenhouse Humidifier
forestry:climatiser:4, Greenhouse Dehumidifier
forestry:greenhouse.window:0, Greenhouse Window
forestry:greenhouse.window_up:0, Greenhouse Roof Window
forestry:stamps:0, Stamp (1n)
forestry:stamps:1, Stamp (2n)
forestry:stamps:2, Stamp (5n)
forestry:stamps:3, Stamp (10n)
forestry:stamps:4, Stamp (20n)
forestry:stamps:5, Stamp (50n)
forestry:stamps:6, Stamp (100n)
forestry:letters, Letter
forestry:catalogue, Catalogue
forestry:mailbox:0, Mailbox
forestry:trade_station:0, Trade Station
forestry:stamp_collector:0, Stamp Collector
forestry:database:0, Database
forestry:charcoal:0, Block of Charcoal
forestry:wood_pile:0, Wood Pile
forestry:wood_pile_decorative:0, Decorative Wood Pile
forestry:ash_block_0:0, Ash Block
forestry:ash_block_1:0, Ash Block
forestry:ash_block_2:0, Ash Block
forestry:ash_block_3:0, Ash Block
forestry:loam:0, Loam
forestry:grafter, Grafter
forestry:grafter_proven, Proven Grafter
forestry:logs.0:0, Larch Wood
forestry:logs.0:1, Teak Wood
forestry:logs.0:2, Desert Acacia Wood
forestry:logs.0:3, Lime Wood
forestry:logs.1:0, Chestnut Wood
forestry:logs.1:1, Wenge Wood
forestry:logs.1:2, Baobab Wood
forestry:logs.1:3, Sequoia Wood
forestry:logs.2:0, Kapok Wood
forestry:logs.2:1, Ebony Wood
forestry:logs.2:2, Mahogany Wood
forestry:logs.2:3, Balsa Wood
forestry:logs.3:0, Willow Wood
forestry:logs.3:1, Walnut Wood
forestry:logs.3:2, Greenheart Wood
forestry:logs.3:3, Cherry Wood
forestry:logs.4:0, Mahoe Wood
forestry:logs.4:1, Poplar Wood
forestry:logs.4:2, Palm Wood
forestry:logs.4:3, Papaya Wood
forestry:logs.5:0, Pine Wood
forestry:logs.5:1, Plum Wood
forestry:logs.5:2, Maple Wood
forestry:logs.5:3, Citrus Wood
forestry:logs.6:0, Giant Sequoia Wood
forestry:logs.6:1, Ipe Wood
forestry:logs.6:2, Padauk Wood
forestry:logs.6:3, Cocobolo Wood
forestry:logs.7:0, Zebrawood Wood
forestry:logs.fireproof.0:0, Larch Wood (Fireproof)
forestry:logs.fireproof.0:1, Teak Wood (Fireproof)
forestry:logs.fireproof.0:2, Desert Acacia Wood (Fireproof)
forestry:logs.fireproof.0:3, Lime Wood (Fireproof)
forestry:logs.fireproof.1:0, Chestnut Wood (Fireproof)
forestry:logs.fireproof.1:1, Wenge Wood (Fireproof)
forestry:logs.fireproof.1:2, Baobab Wood (Fireproof)
forestry:logs.fireproof.1:3, Sequoia Wood (Fireproof)
forestry:logs.fireproof.2:0, Kapok Wood (Fireproof)
forestry:logs.fireproof.2:1, Ebony Wood (Fireproof)
forestry:logs.fireproof.2:2, Mahogany Wood (Fireproof)
forestry:logs.fireproof.2:3, Balsa Wood (Fireproof)
forestry:logs.fireproof.3:0, Willow Wood (Fireproof)
forestry:logs.fireproof.3:1, Walnut Wood (Fireproof)
forestry:logs.fireproof.3:2, Greenheart Wood (Fireproof)
forestry:logs.fireproof.3:3, Cherry Wood (Fireproof)
forestry:logs.fireproof.4:0, Mahoe Wood (Fireproof)
forestry:logs.fireproof.4:1, Poplar Wood (Fireproof)
forestry:logs.fireproof.4:2, Palm Wood (Fireproof)
forestry:logs.fireproof.4:3, Papaya Wood (Fireproof)
forestry:logs.fireproof.5:0, Pine Wood (Fireproof)
forestry:logs.fireproof.5:1, Plum Wood (Fireproof)
forestry:logs.fireproof.5:2, Maple Wood (Fireproof)
forestry:logs.fireproof.5:3, Citrus Wood (Fireproof)
forestry:logs.fireproof.6:0, Giant Sequoia Wood (Fireproof)
forestry:logs.fireproof.6:1, Ipe Wood (Fireproof)
forestry:logs.fireproof.6:2, Padauk Wood (Fireproof)
forestry:logs.fireproof.6:3, Cocobolo Wood (Fireproof)
forestry:logs.fireproof.7:0, Zebrawood Wood (Fireproof)
forestry:logs.vanilla.fireproof.0:0, Oak Wood (Fireproof)
forestry:logs.vanilla.fireproof.0:1, Spruce Wood (Fireproof)
forestry:logs.vanilla.fireproof.0:2, Birch Wood (Fireproof)
forestry:logs.vanilla.fireproof.0:3, Jungle Wood (Fireproof)
forestry:logs.vanilla.fireproof.1:0, Acacia Wood (Fireproof)
forestry:logs.vanilla.fireproof.1:1, Dark Oak Wood (Fireproof)
forestry:planks.0:0, Larch Wood Planks
forestry:planks.0:1, Teak Wood Planks
forestry:planks.0:2, Desert Acacia Wood Planks
forestry:planks.0:3, Lime Wood Planks
forestry:planks.0:4, Chestnut Wood Planks
forestry:planks.0:5, Wenge Wood Planks
forestry:planks.0:6, Baobab Wood Planks
forestry:planks.0:7, Sequoia Wood Planks
forestry:planks.0:8, Kapok Wood Planks
forestry:planks.0:9, Ebony Wood Planks
forestry:planks.0:10, Mahogany Wood Planks
forestry:planks.0:11, Balsa Wood Planks
forestry:planks.0:12, Willow Wood Planks
forestry:planks.0:13, Walnut Wood Planks
forestry:planks.0:14, Greenheart Wood Planks
forestry:planks.0:15, Cherry Wood Planks
forestry:planks.1:0, Mahoe Wood Planks
forestry:planks.1:1, Poplar Wood Planks
forestry:planks.1:2, Palm Wood Planks
forestry:planks.1:3, Papaya Wood Planks
forestry:planks.1:4, Pine Wood Planks
forestry:planks.1:5, Plum Wood Planks
forestry:planks.1:6, Maple Wood Planks
forestry:planks.1:7, Citrus Wood Planks
forestry:planks.1:8, Giant Sequoia Wood Planks
forestry:planks.1:9, Ipe Wood Planks
forestry:planks.1:10, Padauk Wood Planks
forestry:planks.1:11, Cocobolo Wood Planks
forestry:planks.1:12, Zebrawood Wood Planks
forestry:planks.fireproof.0:0, Larch Wood Planks (Fireproof)
forestry:planks.fireproof.0:1, Teak Wood Planks (Fireproof)
forestry:planks.fireproof.0:2, Desert Acacia Wood Planks (Fireproof)
forestry:planks.fireproof.0:3, Lime Wood Planks (Fireproof)
forestry:planks.fireproof.0:4, Chestnut Wood Planks (Fireproof)
forestry:planks.fireproof.0:5, Wenge Wood Planks (Fireproof)
forestry:planks.fireproof.0:6, Baobab Wood Planks (Fireproof)
forestry:planks.fireproof.0:7, Sequoia Wood Planks (Fireproof)
forestry:planks.fireproof.0:8, Kapok Wood Planks (Fireproof)
forestry:planks.fireproof.0:9, Ebony Wood Planks (Fireproof)
forestry:planks.fireproof.0:10, Mahogany Wood Planks (Fireproof)
forestry:planks.fireproof.0:11, Balsa Wood Planks (Fireproof)
forestry:planks.fireproof.0:12, Willow Wood Planks (Fireproof)
forestry:planks.fireproof.0:13, Walnut Wood Planks (Fireproof)
forestry:planks.fireproof.0:14, Greenheart Wood Planks (Fireproof)
forestry:planks.fireproof.0:15, Cherry Wood Planks (Fireproof)
forestry:planks.fireproof.1:0, Mahoe Wood Planks (Fireproof)
forestry:planks.fireproof.1:1, Poplar Wood Planks (Fireproof)
forestry:planks.fireproof.1:2, Palm Wood Planks (Fireproof)
forestry:planks.fireproof.1:3, Papaya Wood Planks (Fireproof)
forestry:planks.fireproof.1:4, Pine Wood Planks (Fireproof)
forestry:planks.fireproof.1:5, Plum Wood Planks (Fireproof)
forestry:planks.fireproof.1:6, Maple Wood Planks (Fireproof)
forestry:planks.fireproof.1:7, Citrus Wood Planks (Fireproof)
forestry:planks.fireproof.1:8, Giant Sequoia Wood Planks (Fireproof)
forestry:planks.fireproof.1:9, Ipe Wood Planks (Fireproof)
forestry:planks.fireproof.1:10, Padauk Wood Planks (Fireproof)
forestry:planks.fireproof.1:11, Cocobolo Wood Planks (Fireproof)
forestry:planks.fireproof.1:12, Zebrawood Wood Planks (Fireproof)
forestry:planks.vanilla.fireproof.0:0, Oak Wood Planks (Fireproof)
forestry:planks.vanilla.fireproof.0:1, Spruce Wood Planks (Fireproof)
forestry:planks.vanilla.fireproof.0:2, Birch Wood Planks (Fireproof)
forestry:planks.vanilla.fireproof.0:3, Jungle Wood Planks (Fireproof)
forestry:planks.vanilla.fireproof.0:4, Acacia Wood Planks (Fireproof)
forestry:planks.vanilla.fireproof.0:5, Dark Oak Wood Planks (Fireproof)
forestry:slabs.0:0, Larch Wood Slab
forestry:slabs.0:1, Teak Wood Slab
forestry:slabs.0:2, Desert Acacia Wood Slab
forestry:slabs.0:3, Lime Wood Slab
forestry:slabs.0:4, Chestnut Wood Slab
forestry:slabs.0:5, Wenge Wood Slab
forestry:slabs.0:6, Baobab Wood Slab
forestry:slabs.0:7, Sequoia Wood Slab
forestry:slabs.1:0, Kapok Wood Slab
forestry:slabs.1:1, Ebony Wood Slab
forestry:slabs.1:2, Mahogany Wood Slab
forestry:slabs.1:3, Balsa Wood Slab
forestry:slabs.1:4, Willow Wood Slab
forestry:slabs.1:5, Walnut Wood Slab
forestry:slabs.1:6, Greenheart Wood Slab
forestry:slabs.1:7, Cherry Wood Slab
forestry:slabs.2:0, Mahoe Wood Slab
forestry:slabs.2:1, Poplar Wood Slab
forestry:slabs.2:2, Palm Wood Slab
forestry:slabs.2:3, Papaya Wood Slab
forestry:slabs.2:4, Pine Wood Slab
forestry:slabs.2:5, Plum Wood Slab
forestry:slabs.2:6, Maple Wood Slab
forestry:slabs.2:7, Citrus Wood Slab
forestry:slabs.3:0, Giant Sequoia Wood Slab
forestry:slabs.3:1, Ipe Wood Slab
forestry:slabs.3:2, Padauk Wood Slab
forestry:slabs.3:3, Cocobolo Wood Slab
forestry:slabs.3:4, Zebrawood Wood Slab
forestry:slabs.fireproof.0:0, Larch Wood Slab (Fireproof)
forestry:slabs.fireproof.0:1, Teak Wood Slab (Fireproof)
forestry:slabs.fireproof.0:2, Desert Acacia Wood Slab (Fireproof)
forestry:slabs.fireproof.0:3, Lime Wood Slab (Fireproof)
forestry:slabs.fireproof.0:4, Chestnut Wood Slab (Fireproof)
forestry:slabs.fireproof.0:5, Wenge Wood Slab (Fireproof)
forestry:slabs.fireproof.0:6, Baobab Wood Slab (Fireproof)
forestry:slabs.fireproof.0:7, Sequoia Wood Slab (Fireproof)
forestry:slabs.fireproof.1:0, Kapok Wood Slab (Fireproof)
forestry:slabs.fireproof.1:1, Ebony Wood Slab (Fireproof)
forestry:slabs.fireproof.1:2, Mahogany Wood Slab (Fireproof)
forestry:slabs.fireproof.1:3, Balsa Wood Slab (Fireproof)
forestry:slabs.fireproof.1:4, Willow Wood Slab (Fireproof)
forestry:slabs.fireproof.1:5, Walnut Wood Slab (Fireproof)
forestry:slabs.fireproof.1:6, Greenheart Wood Slab (Fireproof)
forestry:slabs.fireproof.1:7, Cherry Wood Slab (Fireproof)
forestry:slabs.fireproof.2:0, Mahoe Wood Slab (Fireproof)
forestry:slabs.fireproof.2:1, Poplar Wood Slab (Fireproof)
forestry:slabs.fireproof.2:2, Palm Wood Slab (Fireproof)
forestry:slabs.fireproof.2:3, Papaya Wood Slab (Fireproof)
forestry:slabs.fireproof.2:4, Pine Wood Slab (Fireproof)
forestry:slabs.fireproof.2:5, Plum Wood Slab (Fireproof)
forestry:slabs.fireproof.2:6, Maple Wood Slab (Fireproof)
forestry:slabs.fireproof.2:7, Citrus Wood Slab (Fireproof)
forestry:slabs.fireproof.3:0, Giant Sequoia Wood Slab (Fireproof)
forestry:slabs.fireproof.3:1, Ipe Wood Slab (Fireproof)
forestry:slabs.fireproof.3:2, Padauk Wood Slab (Fireproof)
forestry:slabs.fireproof.3:3, Cocobolo Wood Slab (Fireproof)
forestry:slabs.fireproof.3:4, Zebrawood Wood Slab (Fireproof)
forestry:slabs.vanilla.fireproof.0:0, Oak Wood Slab (Fireproof)
forestry:slabs.vanilla.fireproof.0:1, Spruce Wood Slab (Fireproof)
forestry:slabs.vanilla.fireproof.0:2, Birch Wood Slab (Fireproof)
forestry:slabs.vanilla.fireproof.0:3, Jungle Wood Slab (Fireproof)
forestry:slabs.vanilla.fireproof.0:4, Acacia Wood Slab (Fireproof)
forestry:slabs.vanilla.fireproof.0:5, Dark Oak Wood Slab (Fireproof)
forestry:fences.0:0, Larch Fence
forestry:fences.0:1, Teak Fence
forestry:fences.0:2, Desert Acacia Fence
forestry:fences.0:3, Lime Fence
forestry:fences.0:4, Chestnut Fence
forestry:fences.0:5, Wenge Fence
forestry:fences.0:6, Baobab Fence
forestry:fences.0:7, Sequoia Fence
forestry:fences.0:8, Kapok Fence
forestry:fences.0:9, Ebony Fence
forestry:fences.0:10, Mahogany Fence
forestry:fences.0:11, Balsa Fence
forestry:fences.0:12, Willow Fence
forestry:fences.0:13, Walnut Fence
forestry:fences.0:14, Greenheart Fence
forestry:fences.0:15, Cherry Fence
forestry:fences.1:0, Mahoe Fence
forestry:fences.1:1, Poplar Fence
forestry:fences.1:2, Palm Fence
forestry:fences.1:3, Papaya Fence
forestry:fences.1:4, Pine Fence
forestry:fences.1:5, Plum Fence
forestry:fences.1:6, Maple Fence
forestry:fences.1:7, Citrus Fence
forestry:fences.1:8, Giant Sequoia Fence
forestry:fences.1:9, Ipe Fence
forestry:fences.1:10, Padauk Fence
forestry:fences.1:11, Cocobolo Fence
forestry:fences.1:12, Zebrawood Fence
forestry:fences.fireproof.0:0, Larch Fence (Fireproof)
forestry:fences.fireproof.0:1, Teak Fence (Fireproof)
forestry:fences.fireproof.0:2, Desert Acacia Fence (Fireproof)
forestry:fences.fireproof.0:3, Lime Fence (Fireproof)
forestry:fences.fireproof.0:4, Chestnut Fence (Fireproof)
forestry:fences.fireproof.0:5, Wenge Fence (Fireproof)
forestry:fences.fireproof.0:6, Baobab Fence (Fireproof)
forestry:fences.fireproof.0:7, Sequoia Fence (Fireproof)
forestry:fences.fireproof.0:8, Kapok Fence (Fireproof)
forestry:fences.fireproof.0:9, Ebony Fence (Fireproof)
forestry:fences.fireproof.0:10, Mahogany Fence (Fireproof)
forestry:fences.fireproof.0:11, Balsa Fence (Fireproof)
forestry:fences.fireproof.0:12, Willow Fence (Fireproof)
forestry:fences.fireproof.0:13, Walnut Fence (Fireproof)
forestry:fences.fireproof.0:14, Greenheart Fence (Fireproof)
forestry:fences.fireproof.0:15, Cherry Fence (Fireproof)
forestry:fences.fireproof.1:0, Mahoe Fence (Fireproof)
forestry:fences.fireproof.1:1, Poplar Fence (Fireproof)
forestry:fences.fireproof.1:2, Palm Fence (Fireproof)
forestry:fences.fireproof.1:3, Papaya Fence (Fireproof)
forestry:fences.fireproof.1:4, Pine Fence (Fireproof)
forestry:fences.fireproof.1:5, Plum Fence (Fireproof)
forestry:fences.fireproof.1:6, Maple Fence (Fireproof)
forestry:fences.fireproof.1:7, Citrus Fence (Fireproof)
forestry:fences.fireproof.1:8, Giant Sequoia Fence (Fireproof)
forestry:fences.fireproof.1:9, Ipe Fence (Fireproof)
forestry:fences.fireproof.1:10, Padauk Fence (Fireproof)
forestry:fences.fireproof.1:11, Cocobolo Fence (Fireproof)
forestry:fences.fireproof.1:12, Zebrawood Fence (Fireproof)
forestry:fences.vanilla.fireproof.0:0, Oak Fence (Fireproof)
forestry:fences.vanilla.fireproof.0:1, Spruce Fence (Fireproof)
forestry:fences.vanilla.fireproof.0:2, Birch Fence (Fireproof)
forestry:fences.vanilla.fireproof.0:3, Jungle Fence (Fireproof)
forestry:fences.vanilla.fireproof.0:4, Acacia Fence (Fireproof)
forestry:fences.vanilla.fireproof.0:5, Dark Oak Fence (Fireproof)
forestry:fence.gates.larch:0, Larch Fence Gate
forestry:fence.gates.fireproof.larch:0, Larch Fence Gate (Fireproof)
forestry:fence.gates.teak:0, Teak Fence Gate
forestry:fence.gates.fireproof.teak:0, Teak Fence Gate (Fireproof)
forestry:fence.gates.acacia:0, Desert Acacia Fence Gate
forestry:fence.gates.fireproof.acacia:0, Desert Acacia Fence Gate (Fireproof)
forestry:fence.gates.lime:0, Lime Fence Gate
forestry:fence.gates.fireproof.lime:0, Lime Fence Gate (Fireproof)
forestry:fence.gates.chestnut:0, Chestnut Fence Gate
forestry:fence.gates.fireproof.chestnut:0, Chestnut Fence Gate (Fireproof)
forestry:fence.gates.wenge:0, Wenge Fence Gate
forestry:fence.gates.fireproof.wenge:0, Wenge Fence Gate (Fireproof)
forestry:fence.gates.baobab:0, Baobab Fence Gate
forestry:fence.gates.fireproof.baobab:0, Baobab Fence Gate (Fireproof)
forestry:fence.gates.sequoia:0, Sequoia Fence Gate
forestry:fence.gates.fireproof.sequoia:0, Sequoia Fence Gate (Fireproof)
forestry:fence.gates.kapok:0, Kapok Fence Gate
forestry:fence.gates.fireproof.kapok:0, Kapok Fence Gate (Fireproof)
forestry:fence.gates.ebony:0, Ebony Fence Gate
forestry:fence.gates.fireproof.ebony:0, Ebony Fence Gate (Fireproof)
forestry:fence.gates.mahogany:0, Mahogany Fence Gate
forestry:fence.gates.fireproof.mahogany:0, Mahogany Fence Gate (Fireproof)
forestry:fence.gates.balsa:0, Balsa Fence Gate
forestry:fence.gates.fireproof.balsa:0, Balsa Fence Gate (Fireproof)
forestry:fence.gates.willow:0, Willow Fence Gate
forestry:fence.gates.fireproof.willow:0, Willow Fence Gate (Fireproof)
forestry:fence.gates.walnut:0, Walnut Fence Gate
forestry:fence.gates.fireproof.walnut:0, Walnut Fence Gate (Fireproof)
forestry:fence.gates.greenheart:0, Greenheart Fence Gate
forestry:fence.gates.fireproof.greenheart:0, Greenheart Fence Gate (Fireproof)
forestry:fence.gates.cherry:0, Cherry Fence Gate
forestry:fence.gates.fireproof.cherry:0, Cherry Fence Gate (Fireproof)
forestry:fence.gates.mahoe:0, Mahoe Fence Gate
forestry:fence.gates.fireproof.mahoe:0, Mahoe Fence Gate (Fireproof)
forestry:fence.gates.poplar:0, Poplar Fence Gate
forestry:fence.gates.fireproof.poplar:0, Poplar Fence Gate (Fireproof)
forestry:fence.gates.palm:0, Palm Fence Gate
forestry:fence.gates.fireproof.palm:0, Palm Fence Gate (Fireproof)
forestry:fence.gates.papaya:0, Papaya Fence Gate
forestry:fence.gates.fireproof.papaya:0, Papaya Fence Gate (Fireproof)
forestry:fence.gates.pine:0, Pine Fence Gate
forestry:fence.gates.fireproof.pine:0, Pine Fence Gate (Fireproof)
forestry:fence.gates.plum:0, Plum Fence Gate
forestry:fence.gates.fireproof.plum:0, Plum Fence Gate (Fireproof)
forestry:fence.gates.maple:0, Maple Fence Gate
forestry:fence.gates.fireproof.maple:0, Maple Fence Gate (Fireproof)
forestry:fence.gates.citrus:0, Citrus Fence Gate
forestry:fence.gates.fireproof.citrus:0, Citrus Fence Gate (Fireproof)
forestry:fence.gates.giganteum:0, Giant Sequoia Fence Gate
forestry:fence.gates.fireproof.giganteum:0, Giant Sequoia Fence Gate (Fireproof)
forestry:fence.gates.ipe:0, Ipe Fence Gate
forestry:fence.gates.fireproof.ipe:0, Ipe Fence Gate (Fireproof)
forestry:fence.gates.padauk:0, Padauk Fence Gate
forestry:fence.gates.fireproof.padauk:0, Padauk Fence Gate (Fireproof)
forestry:fence.gates.cocobolo:0, Cocobolo Fence Gate
forestry:fence.gates.fireproof.cocobolo:0, Cocobolo Fence Gate (Fireproof)
forestry:fence.gates.zebrawood:0, Zebrawood Fence Gate
forestry:fence.gates.fireproof.zebrawood:0, Zebrawood Fence Gate (Fireproof)
forestry:fence.gates.vanilla.fireproof.oak:0, Oak Fence Gate (Fireproof)
forestry:fence.gates.vanilla.fireproof.spruce:0, Spruce Fence Gate (Fireproof)
forestry:fence.gates.vanilla.fireproof.birch:0, Birch Fence Gate (Fireproof)
forestry:fence.gates.vanilla.fireproof.jungle:0, Jungle Fence Gate (Fireproof)
forestry:fence.gates.vanilla.fireproof.acacia:0, Acacia Fence Gate (Fireproof)
forestry:fence.gates.vanilla.fireproof.dark_oak:0, Dark Oak Fence Gate (Fireproof)
forestry:stairs.larch:0, Larch Stairs
forestry:stairs.teak:0, Teak Stairs
forestry:stairs.acacia:0, Desert Acacia Stairs
forestry:stairs.lime:0, Lime Stairs
forestry:stairs.chestnut:0, Chestnut Stairs
forestry:stairs.wenge:0, Wenge Stairs
